text-de,class,text-en,class-formatted,class-en
"Sehr geehrtes Team, ich habe vor ein paar Tagen eine Bestellung aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Dear team, I placed an order a few days ago, but have not received confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Hallo, ich habe gerade eine Bestellung aufgegeben, aber habe einen Fehler gemacht und möchte sie stornieren. Ist das möglich?", Bestellungsanfragen,"Hello, I just placed an order, but I made a mistake and want to cancel it. Is that possible?",Bestellungsanfragen,Order requests
"Guten Tag, könnten Sie mir bitte mitteilen, ob meine Bestellung bereits versandt wurde?", Bestellungsanfragen,"Hello, could you please let me know if my order has already been sent?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem eine Bestellung aufgegeben, aber möchte gerne die Lieferadresse ändern. Geht das noch?", Bestellungsanfragen,"Dear team, I have recently placed an order, but would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor einigen Tagen eine Bestellung aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed an order a few days ago, but have not received any confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne den Status meiner Bestellung überprüfen. Wann kann ich mit der Lieferung rechnen?", Bestellungsanfragen,"Hello, I would like to check the status of my order. When can I expect delivery?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor kurzem aufgegeben, aber möchte gerne die Lieferadresse ändern. Ist das möglich?", Bestellungsanfragen,"Dear team, I have placed my order recently, but would like to change the delivery address. Is this possible?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor einigen Tagen eine Bestellung aufgegeben, aber bisher keine Versandbestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed an order a few days ago, but have not received a shipping confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt gegen ein anderes austauschen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I replace one product for another?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem eine Bestellung aufgegeben, aber möchte gerne die Liefermethode ändern. Geht das noch?", Bestellungsanfragen,"Dear team, I recently placed an order, but would like to change the delivery method.",Bestellungsanfragen,Order requests
"Hallo, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed my order a few days ago, but so far I have not received any shipping information. Could you please check it?",Bestellungsanfragen,Order requests
"Guten Tag, ich habe meine Bestellung vor kurzem aufgegeben, aber möchte gerne die Anzahl der bestellten Produkte erhöhen. Geht das noch?", Bestellungsanfragen,"Hello, I have placed my order recently, but would like to increase the number of products ordered. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor ein paar Tagen eine Bestellung aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Dear team, I placed an order a few days ago, but have not received confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Hallo, ich habe gerade eine Bestellung aufgegeben, aber habe einen Fehler gemacht und möchte sie stornieren. Ist das möglich?", Bestellungsanfragen,"Hello, I just placed an order, but I made a mistake and want to cancel it. Is that possible?",Bestellungsanfragen,Order requests
"Guten Tag, könnten Sie mir bitte mitteilen, ob meine Bestellung bereits versandt wurde?", Bestellungsanfragen,"Hello, could you please let me know if my order has already been sent?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem eine Bestellung aufgegeben, aber möchte gerne die Lieferadresse ändern. Geht das noch?", Bestellungsanfragen,"Dear team, I have recently placed an order, but would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor einigen Tagen eine Bestellung aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed an order a few days ago, but have not received any confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne den Status meiner Bestellung überprüfen. Wann kann ich mit der Lieferung rechnen?", Bestellungsanfragen,"Hello, I would like to check the status of my order. When can I expect delivery?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor kurzem aufgegeben, aber möchte gerne die Lieferadresse ändern. Ist das möglich?", Bestellungsanfragen,"Dear team, I have placed my order recently, but would like to change the delivery address. Is this possible?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor einigen Tagen eine Bestellung aufgegeben, aber bisher keine Versandbestätigung erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed an order a few days ago, but have not received a shipping confirmation yet. Could you please check this?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt gegen ein anderes austauschen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I replace one product for another?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem eine Bestellung aufgegeben, aber möchte gerne die Liefermethode ändern. Geht das noch?", Bestellungsanfragen,"Dear team, I recently placed an order, but would like to change the delivery method.",Bestellungsanfragen,Order requests
"Hallo, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie das bitte überprüfen?", Bestellungsanfragen,"Hello, I placed my order a few days ago, but so far I have not received any shipping information. Could you please check it?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Können Sie das bitte für mich erledigen?", Bestellungsanfragen,"Dear team, I have recently placed an order, but I would like to change the delivery address. Can you please do this for me?",Bestellungsanfragen,Order requests
"Guten Tag, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie mir bitte mitteilen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Hello, I placed my order a few days ago, but have not received any confirmation so far. Could you please let me know if it has been successfully received?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben und möchte den Status meiner Lieferung überprüfen. Wann kann ich mit der Ankunft rechnen?", Bestellungsanfragen,"Hello, I have recently placed an order and would like to check the status of my delivery. When can I expect to arrive?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Versandbestätigung erhalten. Könnten Sie das bitte überprüfen und mir Bescheid geben?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received a shipping confirmation yet. Could you please check this and let me know?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt hinzufügen und die Zahlungsinformationen aktualisieren?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I add a product and update the payment information?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich, bevor das Paket versendet wird?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is this still possible before the package is shipped?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte sicherstellen, dass alles in Ordnung ist und meine Bestellung bearbeitet wird?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please make sure that everything is all right and that my order is processed?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne den Status meiner Bestellung überprüfen. Wurde sie bereits versendet, und wenn ja, wann kann ich sie erwarten?", Bestellungsanfragen,"Hello, I would like to check the status of my order. Has it already been shipped, and if so, when can I expect it?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Können Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I have recently placed an order, but I would like to change the delivery address. Can you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie mir bitte sagen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please tell me if it is already on its way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und einen Artikel mit einer anderen Farbe hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove a product and add an item with a different color?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Wann kann ich damit rechnen, dass dies erfolgt?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. When can I expect this to happen?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte sicherstellen, dass sie ordnungsgemäß bearbeitet wird?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation so far. Could you please make sure that it is properly processed?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Könnten Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Could you please give me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Wäre es möglich, dies noch zu tun, bevor das Paket verschickt wird?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Would it still be possible to do so before the package is shipped?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen über den Versand erhalten. Können Sie mir bitte sagen, ob sie unterwegs ist und wann ich sie erwarten kann?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but so far I have not received any information about shipping. Can you please tell me if it is on the way and when I can expect it?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich die Menge eines Produkts erhöhen und einen anderen Artikel hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I increase the amount of a product and add another item?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist es noch möglich, dies zu tun?", Bestellungsanfragen,"Hello, I have recently placed an order, but I would like to change the delivery address. Is it still possible to do this?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob alles in Ordnung ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation so far. Could you please check if everything is all right?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne den aktuellen Status meiner Bestellung erfahren. Wurde sie bereits versendet?", Bestellungsanfragen,"Hello, I would like to know the current status of my order. Has it already been shipped?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie mir bitte dabei helfen?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please help me with this?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen über den Versand erhalten. Könnten Sie mir bitte den aktuellen Stand mitteilen?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but so far I have not received any information about shipping. Could you please let me know the current status?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie mir bitte bei der Aktualisierung helfen?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please help me with the update?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob alles in Ordnung ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if everything is all right?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Wäre das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Would that still be possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte sicherstellen, dass sie ordnungsgemäß bearbeitet wird?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation so far. Could you please make sure that it is properly processed?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Könnten Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Could you please give me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Können Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I have recently placed an order, but I would like to change the delivery address. Can you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
"Guten Tag, ich möchte gerne wissen, ob meine Bestellung bereits versendet wurde. Können Sie mir bitte den aktuellen Status mitteilen?", Bestellungsanfragen,"Hello, I would like to know if my order has already been sent. Can you please tell me the current status?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Könnten Sie das bitte für mich aktualisieren?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Could you please update this for me?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor einigen Tagen aufgegeben, aber bisher keine Informationen zum Versand erhalten. Könnten Sie bitte überprüfen, ob sie bereits unterwegs ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received any shipping information yet. Could you please check if it is already on the way?",Bestellungsanfragen,Order requests
"Guten Tag, ich würde gerne eine Änderung an meiner Bestellung vornehmen. Kann ich ein Produkt entfernen und ein anderes hinzufügen?", Bestellungsanfragen,"Good day, I would like to make a change to my order. Can I remove one product and add another?",Bestellungsanfragen,Order requests
"Hallo, ich habe vor kurzem eine Bestellung aufgegeben, aber ich möchte gerne die Lieferadresse ändern. Ist das noch möglich?", Bestellungsanfragen,"Hello, I recently placed an order, but I would like to change the delivery address. Is that still possible?",Bestellungsanfragen,Order requests
"Sehr geehrtes Team, ich habe meine Bestellung vor ein paar Tagen aufgegeben, aber bisher keine Bestätigung erhalten. Könnten Sie bitte überprüfen, ob sie erfolgreich eingegangen ist?", Bestellungsanfragen,"Dear team, I placed my order a few days ago, but have not received confirmation yet. Could you please check if it has been successfully received?",Bestellungsanfragen,Order requests
